PermitType,PermitNum,Description,StatusCurrent,AppliedDate,CompletedDate,Applicant,FromLUD,ProposedLUD,Address,LocationAddresses,LocationCount,Latitude,Longitude,multipoint
LU / OP / Closure (LOC),LOC1990-0089,Converted Job - Land Use Amendment,Approved,1990/07/04,1990/12/10,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0090,Converted Job - Land Use Amendment,Approved,1990/07/04,1990/11/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0091,Converted Job - Land Use Amendment,Cancelled,1990/07/13,1991/01/30,,,,6464 64 AV NE,6464 64 AV NE,1,51.11126292441624,-113.94403426547746,MULTIPOINT ((-113.944034265477 51.111262924416))
LU / OP / Closure (LOC),LOC1990-0092,Converted Job - Land Use Amendment,Approved,1990/07/13,1990/09/10,,,,1025 SOUTHLAND DR SE,1025 SOUTHLAND DR SE,1,50.965485118428134,-114.03893505276072,MULTIPOINT ((-114.038935052761 50.965485118428))
LU / OP / Closure (LOC),LOC1990-0094,Converted Job - Land Use Amendment,Approved,1990/07/26,1991/05/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0095,Converted Job - Land Use Amendment,Cancelled,1990/07/31,1991/02/07,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0097,Converted Job - Land Use Amendment,Approved,1990/07/30,1992/05/11,,,,1420 194 AV SE,,,,,
LU / OP / Closure (LOC),LOC1990-0098,Converted Job - Land Use Amendment,Approved,1990/07/30,1991/02/11,,,,2140 4 AV NW,2140 4 AV NW,1,51.05640256023902,-114.1101619184744,MULTIPOINT ((-114.110161918474 51.056402560239))
LU / OP / Closure (LOC),LOC1990-0099,Converted Job - Land Use Amendment,Approved,1990/07/31,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0101,Converted Job - Land Use Amendment,Approved,1990/08/03,1991/01/14,,,,9803 24 ST SW,9803 24 ST SW,1,50.96610840675563,-114.11819188098958,MULTIPOINT ((-114.11819188099 50.966108406756))
LU / OP / Closure (LOC),LOC1990-0102,Converted Job - Land Use Amendment,Cancelled,1990/08/13,1996/09/30,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0104,Converted Job - Land Use Amendment,Approved,1990/08/22,1991/01/14,,,,133 PANATELLA SQ NW,133 PANATELLA SQ NW,1,51.17033249955534,-114.0711434440437,MULTIPOINT ((-114.071143444044 51.170332499555))
LU / OP / Closure (LOC),LOC1990-0105,Converted Job - Land Use Amendment,Refused,1990/08/27,1991/02/11,,,,2017 26 AV SW,2017 26 AV SW,1,51.0303120134199,-114.1080984859164,MULTIPOINT ((-114.108098485916 51.03031201342))
LU / OP / Closure (LOC),LOC1990-0106,Converted Job - Land Use Amendment,Approved,1990/08/30,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0107,Converted Job - Land Use Amendment,Approved,1990/09/10,1991/04/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2134,Converted Job - Outline Plan,Approved,1990/04/26,1991/07/24,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0108,Converted Job - Land Use Amendment,Approved,1990/09/07,1991/03/11,,,,2012 66 AV SE,2012 66 AV SE,1,50.99423076852923,-114.01260534248064,MULTIPOINT ((-114.012605342481 50.994230768529))
LU / OP / Closure (LOC),LOC1990-0109,Converted Job - Land Use Amendment,Approved,1990/09/11,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0110,Converted Job - Land Use Amendment,Approved,1990/09/13,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0112,Converted Job - Land Use Amendment,Approved,1990/09/19,1990/12/10,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2127,Converted Job - Outline Plan,Approved,1990/04/23,1990/07/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0114,Converted Job - Land Use Amendment,Approved,1990/10/03,1991/06/24,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0115,Converted Job - Land Use Amendment,Cancelled,1990/10/04,1992/05/11,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0116,Converted Job - Land Use Amendment,Approved,1990/10/04,1996/07/29,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0117,Converted Job - Land Use Amendment,Approved,1990/10/05,1992/07/20,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0118,Converted Job - Land Use Amendment,Cancelled,1990/10/05,2000/10/23,,,,5227 13 AV NW,5227 13 AV NW,1,51.07609583768678,-114.17568531660828,MULTIPOINT ((-114.175685316608 51.076095837687))
LU / OP / Closure (LOC),LOC1990-0119,Converted Job - Land Use Amendment,Cancelled,1990/10/12,1991/12/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0120,Converted Job - Land Use Amendment,Approved,1990/11/01,1991/12/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0121,Converted Job - Land Use Amendment,Approved,1990/11/01,1991/04/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0122,Converted Job - Land Use Amendment,Cancelled,1990/11/14,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0124,Converted Job - Land Use Amendment,Approved,1990/11/15,1991/04/08,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0125,Converted Job - Land Use Amendment,Approved,1990/11/19,1991/03/11,,,,122 18 AV SE,122 18 AV SE,1,51.03708302786436,-114.06229027358137,MULTIPOINT ((-114.062290273581 51.037083027864))
LU / OP / Closure (LOC),LOC1990-0126,Converted Job - Land Use Amendment,Refused,1990/11/26,1991/05/13,,,,2 BOWRIDGE DR NW,2 BOWRIDGE DR NW,1,51.08288698284807,-114.20356322746436,MULTIPOINT ((-114.203563227464 51.082886982848))
LU / OP / Closure (LOC),LOC1990-0127,Converted Job - Land Use Amendment,Approved,1990/11/26,1991/03/11,,,,415 WOODBINE BV SW,415 WOODBINE BV SW,1,50.94699019787545,-114.13052113584335,MULTIPOINT ((-114.130521135843 50.946990197875))
LU / OP / Closure (LOC),LOC1990-0128,Converted Job - Land Use Amendment,Approved,1990/11/29,1991/04/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0129,Converted Job - Land Use Amendment,Approved,1990/11/29,1991/04/15,,,,110 19 ST NW,110 19 ST NW,1,51.052924907751205,-114.10535105162454,MULTIPOINT ((-114.105351051625 51.052924907751))
LU / OP / Closure (LOC),LOC1990-0130,Converted Job - Land Use Amendment,Approved,1990/12/07,1993/01/04,,,,1904 CROWCHILD TR NW,1904 CROWCHILD TR NW,1,51.06940697032429,-114.11740621078569,MULTIPOINT ((-114.117406210786 51.069406970324))
LU / OP / Closure (LOC),LOC1990-0132,Converted Job - Land Use Amendment,Approved,1990/12/12,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0133,Converted Job - Land Use Amendment,Approved,1990/12/19,1991/12/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0134,Converted Job - Land Use Amendment,Approved,1990/12/20,1991/06/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0135,Converted Job - Land Use Amendment,Approved,1990/12/21,1991/05/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0136,Converted Job - Land Use Amendment,Approved,1990/12/24,1991/04/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0138,Converted Job - Land Use Amendment,Approved,1990/12/28,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2006,Converted Job - Outline Plan,Approved,1990/01/10,1990/05/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2015,Converted Job - Outline Plan,Under Review,1990/01/20,,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2027,Converted Job - Outline Plan,Approved,1990/01/29,1991/08/21,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2028,Converted Job - Outline Plan,Approved,1990/01/29,1991/03/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2032,Converted Job - Outline Plan,Under Review,1990/01/30,,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2034,Converted Job - Outline Plan,Approved,1990/01/31,1990/05/09,,,,9615 24 ST SE,,,,,
LU / OP / Closure (LOC),LOC1990-2039,Converted Job - Outline Plan,Approved,1990/02/02,1990/09/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2041,Converted Job - Outline Plan,Approved,1990/01/01,1990/05/23,,,,60R SCENIC RIDGE CR NW,,,,,
LU / OP / Closure (LOC),LOC1990-2042,Converted Job - Outline Plan,Approved,1990/02/05,1990/08/01,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2058,Converted Job - Outline Plan,Cancelled,1990/02/16,1995/08/25,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2061,Converted Job - Outline Plan,Approved,1990/02/26,1990/05/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2069,Converted Job - Outline Plan,Approved,1990/03/01,1990/06/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2070,Converted Job - Outline Plan,Cancelled,1990/03/05,1993/07/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2082,Converted Job - Outline Plan,Cancelled,1990/03/12,1990/05/22,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2098,Converted Job - Outline Plan,Approved,1990/03/27,1990/07/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2106,Converted Job - Outline Plan,Approved,1990/04/03,1990/08/29,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2125,Converted Job - Outline Plan,Cancelled,1990/04/19,1994/01/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2135,Converted Job - Outline Plan,Approved,1990/05/01,1990/07/04,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2152,Converted Job - Outline Plan,Under Review,1990/05/17,,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2154,Converted Job - Outline Plan,Cancelled,1990/05/18,1991/01/30,,,,6625 68 ST NE,,,,,
LU / OP / Closure (LOC),LOC1990-2169,Converted Job - Outline Plan,Approved,1990/06/07,1990/11/21,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2185,Converted Job - Outline Plan,Approved,1990/06/19,1990/09/26,,,,140 SIERRA MORENA CI SW,,,,,
LU / OP / Closure (LOC),LOC1990-2186,Converted Job - Outline Plan,Approved,1990/06/18,1990/10/24,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2227,Converted Job - Outline Plan,Approved,1990/07/30,1992/04/01,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2228,Converted Job - Outline Plan,Under Review,1990/07/30,,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2240,Converted Job - Outline Plan,Under Review,1990/08/13,,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2254,Converted Job - Outline Plan,Approved,1990/08/30,1990/11/21,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2257,Converted Job - Outline Plan,Approved,1990/09/10,1991/02/20,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2262,Converted Job - Outline Plan,Cancelled,1990/09/13,1999/01/01,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2263,Converted Job - Outline Plan,Approved,1990/09/14,1991/03/20,,,,9615 24 ST SE,,,,,
LU / OP / Closure (LOC),LOC1990-2278,Converted Job - Outline Plan,Approved,1990/10/04,1991/03/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2304,Converted Job - Outline Plan,Approved,1990/11/01,1991/03/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2305,Converted Job - Outline Plan,Approved,1990/11/01,1991/10/16,,,,1720 162 AV SW,,,,,
LU / OP / Closure (LOC),LOC1990-2308,Converted Job - Outline Plan,Approved,1990/11/01,1991/02/20,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2323,Converted Job - Outline Plan,Approved,1990/11/29,1990/12/05,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2333,Converted Job - Outline Plan,Cancelled,1990/12/07,1993/07/23,,,,12421 6 ST NE,,,,,
LU / OP / Closure (LOC),LOC1990-2334,Converted Job - Outline Plan,Approved,1990/12/12,1991/06/26,,,,5466 EDWORTHY ST SW,,,,,
LU / OP / Closure (LOC),LOC1990-2403,Converted Job - Outline Plan,Approved,1990/12/19,1991/10/30,,,,9260 73 ST NW,,,,,
LU / OP / Closure (LOC),LOC1990-2404,Converted Job - Outline Plan,Approved,1990/12/20,1991/05/01,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2405,Converted Job - Outline Plan,Approved,1990/12/21,1991/04/03,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-2413,Converted Job - Outline Plan,Approved,1990/12/28,1991/07/24,,,,920 COUNTRY HILLS BV NE,,,,,
LU / OP / Closure (LOC),LOC1990-5001,Converted Job - Road Closure,Approved,1990/01/15,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5002,Converted Job - Road Closure,Approved,1990/02/07,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5003,Converted Job - Road Closure,Approved,1990/01/23,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5004,Converted Job - Road Closure,Approved,1990/01/23,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5005,Converted Job - Road Closure,Approved,1990/02/02,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5006,Converted Job - Road Closure,Approved,1990/02/07,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5007,Converted Job - Road Closure,Approved,1990/02/16,1990/07/16,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5008,Converted Job - Road Closure,Approved,1990/03/09,1990/12/10,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5009,Converted Job - Road Closure,Approved,1990/03/09,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5010,Converted Job - Road Closure,Approved,1990/03/09,1990/10/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5011,Converted Job - Road Closure,Approved,1990/03/20,1990/10/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5012,Converted Job - Road Closure,Approved,1990/03/20,1990/06/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5014,Converted Job - Road Closure,Approved,1990/04/03,1990/09/10,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5015,Converted Job - Road Closure,Approved,1990/04/26,2006/02/03,GENERIC CONTRACTOR BUSINESS - ID,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5016,Converted Job - Road Closure,Approved,1990/05/01,1990/09/10,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5017,Converted Job - Road Closure,Approved,1990/05/01,1990/07/16,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5018,Converted Job - Road Closure,Cancelled,1990/05/02,1990/08/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5019,Converted Job - Road Closure,Approved,1990/05/10,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5020,Converted Job - Road Closure,Approved,1990/04/30,1990/10/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5021,Converted Job - Road Closure,Approved,1990/04/30,1990/11/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5022,Converted Job - Road Closure,Approved,1990/04/30,1990/11/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5023,Converted Job - Road Closure,Approved,1990/05/11,1990/10/08,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5024,Converted Job - Road Closure,Approved,1990/05/15,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5025,Converted Job - Road Closure,Approved,1990/06/06,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5026,Converted Job - Road Closure,Approved,1990/06/14,1990/10/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5027,Converted Job - Road Closure,Approved,1990/06/25,1990/10/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5028,Converted Job - Road Closure,Approved,1990/06/28,1990/11/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5029,Converted Job - Road Closure,Approved,1990/07/04,1990/11/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5030,Converted Job - Road Closure,Approved,1990/07/26,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5031,Converted Job - Road Closure,Approved,1990/07/26,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5032,Converted Job - Road Closure,Cancelled,1990/07/26,1995/04/04,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5033,Converted Job - Road Closure,Approved,1990/07/26,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5034,Converted Job - Road Closure,Approved,1990/08/01,1991/03/11,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5035,Converted Job - Road Closure,Approved,1990/08/10,1991/07/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5036,Converted Job - Road Closure,Approved,1990/09/17,1991/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5037,Converted Job - Road Closure,Approved,1990/09/18,1991/02/11,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5038,Converted Job - Road Closure,Approved,1990/09/18,1991/05/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5039,Converted Job - Road ClosureCANCELLED DUE TO INACTIVITY WILL REACTIVATE IF REQUIRED FEBURARY 2006,Approved,1990/09/26,2006/02/03,GENERIC CONTRACTOR BUSINESS - ID,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5040,Converted Job - Road Closure,Approved,1990/10/31,1991/02/11,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5041,Converted Job - Road Closure,Approved,1990/11/05,1991/03/11,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5042,Converted Job - Road Closure,Approved,1990/11/16,1991/03/11,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5043,Converted Job - Road Closure,Approved,1990/12/10,1991/04/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5044,Converted Job - Road Closure,Approved,1990/12/17,1991/05/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-5045,Converted Job - Road Closure,Approved,1990/12/24,1991/04/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0001,Converted Job - Land Use Amendment,Approved,1991/01/10,1991/06/03,,,,2012 51 AV SW,2012 51 AV SW,1,51.00783540764289,-114.10709194420302,MULTIPOINT ((-114.107091944203 51.007835407643))
LU / OP / Closure (LOC),LOC1991-0003,Converted Job - Land Use Amendment,Approved,1991/01/11,1991/05/13,,,,2101 CENTRE ST NW,2101 CENTRE ST NW,1,51.070861615236076,-114.06272241511998,MULTIPOINT ((-114.06272241512 51.070861615236))
LU / OP / Closure (LOC),LOC1991-0004,Converted Job - Land Use Amendment,Approved,1991/01/15,1991/12/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0005,Converted Job - Land Use Amendment,Cancelled,1991/01/21,1992/06/15,,,,8620 48 AV NW,8620 48 AV NW,1,51.09599343478715,-114.21190251468228,MULTIPOINT ((-114.211902514682 51.095993434787))
LU / OP / Closure (LOC),LOC1991-0006,Converted Job - Land Use Amendment,Cancelled,1991/01/22,1991/06/17,,,,2640 RUNDLELAWN RD NE,2640 RUNDLELAWN RD NE,1,51.07601135662028,-113.97390598267387,MULTIPOINT ((-113.973905982674 51.07601135662))
LU / OP / Closure (LOC),LOC1991-0007,Converted Job - Land Use Amendment,Approved,1991/02/05,1991/06/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0008,Converted Job - Land Use Amendment,Approved,1991/02/14,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0009,Converted Job - Land Use Amendment,Approved,1991/02/15,1992/07/20,,,,4820 NORTHLAND DR NW,4820 NORTHLAND DR NW,1,51.095294822205574,-114.14100280027266,MULTIPOINT ((-114.141002800273 51.095294822206))
LU / OP / Closure (LOC),LOC1991-0010,Converted Job - Land Use Amendment,Approved,1991/02/22,1991/12/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0012,Converted Job - Land Use Amendment,Approved,1991/02/26,1991/06/24,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0013,Converted Job - Land Use Amendment,Approved,1991/02/27,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0014,Converted Job - Land Use Amendment,Cancelled,1991/03/07,1991/03/28,,,,2604 36 ST SE,2604 36 ST SE,1,51.0317285240691,-113.98139211058918,MULTIPOINT ((-113.981392110589 51.031728524069))
LU / OP / Closure (LOC),LOC1991-0015,Converted Job - Land Use Amendment,Approved,1991/03/07,1991/06/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0016,Converted Job - Land Use Amendment,Approved,1991/03/13,1992/03/23,,,,3211 EDMONTON TR NE,3211 EDMONTON TR NE,1,51.081049178007305,-114.05491118083465,MULTIPOINT ((-114.054911180835 51.081049178007))
LU / OP / Closure (LOC),LOC1991-0018,Converted Job - Land Use Amendment,Approved,1991/03/13,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0019,Converted Job - Land Use Amendment,Cancelled,1991/03/20,1993/04/20,,,,10703 24 ST SW,,,,,
LU / OP / Closure (LOC),LOC1991-0020,Converted Job - Land Use Amendment,Approved,1991/03/21,1992/06/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0022,Converted Job - Land Use Amendment,Cancelled,1991/03/26,1991/11/05,,,,15016 BANNISTER RD SE,15016 BANNISTER RD SE,1,50.9185597850684,-114.06816498637528,MULTIPOINT ((-114.068164986375 50.918559785068))
LU / OP / Closure (LOC),LOC1991-0023,Converted Job - Land Use Amendment,Approved,1991/03/28,1993/06/21,,,,15915 MACLEOD TR SE,15915 MACLEOD TR SE,1,50.91025336215832,-114.06591147686107,MULTIPOINT ((-114.065911476861 50.910253362158))
LU / OP / Closure (LOC),LOC1991-0025,Converted Job - Land Use Amendment,Approved,1991/04/08,1991/07/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0026,Converted Job - Land Use Amendment,Approved,1991/04/09,1991/10/15,,,,72 BAYCREST PL SW,72 BAYCREST PL SW,1,50.975093732645114,-114.11470569814752,MULTIPOINT ((-114.114705698148 50.975093732645))
LU / OP / Closure (LOC),LOC1991-0027,Converted Job - Land Use Amendment,Approved,1991/04/08,1991/07/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0028,Converted Job - Land Use Amendment,Cancelled,1991/04/18,1991/10/25,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0029,Converted Job - Land Use Amendment,Cancelled,1991/04/22,1991/09/26,,,,240 CROWFOOT CR NW,240 CROWFOOT CR NW,1,51.12858560822304,-114.19900500439401,MULTIPOINT ((-114.199005004394 51.128585608223))
LU / OP / Closure (LOC),LOC1991-0030,Converted Job - Land Use Amendment,Approved,1991/04/23,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0031,Converted Job - Land Use Amendment,Approved,1991/05/01,1992/07/27,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0032,Converted Job - Land Use Amendment,Approved,1991/05/06,1992/03/16,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0034,Converted Job - Land Use Amendment,Approved,1991/05/14,1991/09/09,,,,2805 29 ST SW,,,,,
LU / OP / Closure (LOC),LOC1991-0035,Converted Job - Land Use Amendment,Approved,1991/05/17,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0036,Converted Job - Land Use Amendment,Approved,1991/05/22,1991/09/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0037,Converted Job - Land Use Amendment,Refused,1991/05/23,1991/09/09,,,,1704 12 ST SW,1704 12 ST SW,1,51.037626353783274,-114.09139430580748,MULTIPOINT ((-114.091394305807 51.037626353783))
LU / OP / Closure (LOC),LOC1991-0038,Converted Job - Land Use Amendment,Approved,1991/05/29,1992/01/27,,,,,,,,,
LU / OP / Closure (LOC),LOC1991-0039,Converted Job - Land Use Amendment,Approved,1991/05/29,1991/11/18,,,,4944 8 AV SW,4944 8 AV SW,1,51.04520737082877,-114.15823137293341,MULTIPOINT ((-114.158231372933 51.045207370829))
LU / OP / Closure (LOC),LOC1991-0040,Converted Job - Land Use Amendment,Approved,1991/05/31,1991/11/04,,,,1207 5 AV NW,1207 5 AV NW,1,51.056968984419115,-114.09074713133492,MULTIPOINT ((-114.090747131335 51.056968984419))
